Problema,Semilla,Tiempo_CPU,Nodos,Estatus
hs117,1723,48.1093150001,16518,optimization successful!
hs099,7,23.8573740001,2698,optimization successful!
hs099,15,20.8289370001,2434,optimization successful!
hs099,252,36.1463680001,4108,optimization successful!
hs099,500,27.4064910001,3160,optimization successful!
hs099,850,28.0677130001,3256,optimization successful!
hs099,999,23.6438490001,2900,optimization successful!
hs099,1234,20.6559980001,2414,optimization successful!
hs099,1337,25.2219850001,2914,optimization successful!
hs099,1500,22.4467890001,2734,optimization successful!
hs099,1723,18.9040400001,2200,optimization successful!
ex2_1_7,7,6.59605800001,2430,optimization successful!
ex2_1_7,15,6.84762400001,2540,optimization successful!
ex2_1_7,252,6.41540600001,2392,optimization successful!
ex2_1_7,500,6.41699900001,2372,optimization successful!
ex2_1_7,850,6.52067400001,2366,optimization successful!
ex2_1_7,999,6.71318100001,2504,optimization successful!
ex2_1_7,1234,6.58571900001,2430,optimization successful!
ex2_1_7,1337,6.68316700001,2504,optimization successful!
ex2_1_7,1500,6.60784100001,2406,optimization successful!
ex2_1_7,1723,6.51870700001,2426,optimization successful!
ex2_1_9.bch,7,5.12981900001,5218,optimization successful!
ex2_1_9.bch,15,4.98052900001,5120,optimization successful!
ex2_1_9.bch,252,4.73422500001,4924,optimization successful!
ex2_1_9.bch,500,5.24594200001,5438,optimization successful!
ex2_1_9.bch,850,5.09555500001,5182,optimization successful!
ex2_1_9.bch,999,4.94486900001,4994,optimization successful!
ex2_1_9.bch,1234,4.95419800001,5050,optimization successful!
ex2_1_9.bch,1337,5.06319500001,5164,optimization successful!
ex2_1_9.bch,1500,4.96463900001,5098,optimization successful!
ex2_1_9.bch,1723,5.16689200001,5316,optimization successful!
ex6_2_8.bch,7,17.1975750001,31670,optimization successful!
ex6_2_8.bch,15,17.1563290001,31718,optimization successful!
ex6_2_8.bch,252,16.9577950001,31826,optimization successful!
ex6_2_8.bch,500,17.1776110001,31976,optimization successful!
ex6_2_8.bch,850,17.1182730001,31870,optimization successful!
ex6_2_8.bch,999,17.1159740001,31730,optimization successful!
ex6_2_8.bch,1234,17.0000230001,31838,optimization successful!
ex6_2_8.bch,1337,17.0323450001,31892,optimization successful!
ex6_2_8.bch,1500,17.0838010001,31742,optimization successful!
ex6_2_8.bch,1723,16.9922700001,31762,optimization successful!
odfits,7,20.4757510001,18436,optimization successful!
odfits,15,19.8519940001,18488,optimization successful!
odfits,252,19.8799870001,18884,optimization successful!
odfits,500,20.1085360001,18090,optimization successful!
odfits,850,19.9727410001,18578,optimization successful!
odfits,999,19.9804390001,17808,optimization successful!
odfits,1234,19.8073010001,18098,optimization successful!
odfits,1337,19.8492230001,18550,optimization successful!
odfits,1500,20.4961110001,18122,optimization successful!
odfits,1723,20.0908040001,17832,optimization successful!
ex14_1_7.bch,7,46.5825280001,18138,optimization successful!
ex14_1_7.bch,15,47.6267600001,18580,optimization successful!
ex14_1_7.bch,252,48.5781610001,17044,optimization successful!
ex14_1_7.bch,500,45.8733940001,17030,optimization successful!
ex14_1_7.bch,850,47.0629320001,16548,optimization successful!
ex14_1_7.bch,999,53.6436930001,21600,optimization successful!
ex14_1_7.bch,1234,41.2123800001,14234,optimization successful!
ex14_1_7.bch,1337,52.7619040001,19556,optimization successful!
ex14_1_7.bch,1500,46.3646620001,16388,optimization successful!
ex14_1_7.bch,1723,51.4914420001,17760,optimization successful!
ex6_2_6.bch,7,34.8222520001,59822,optimization successful!
ex6_2_6.bch,15,35.0432720001,60398,optimization successful!
ex6_2_6.bch,252,35.0041490001,60472,optimization successful!
ex6_2_6.bch,500,34.7669620001,59902,optimization successful!
ex6_2_6.bch,850,34.8180860001,59978,optimization successful!
ex6_2_6.bch,999,35.0054680001,60398,optimization successful!
ex6_2_6.bch,1234,34.6969120001,59892,optimization successful!
ex6_2_6.bch,1337,34.9951940001,60570,optimization successful!
ex6_2_6.bch,1500,35.1248190001,60376,optimization successful!
ex6_2_6.bch,1723,35.2457010001,60358,optimization successful!
ex6_2_9.bch,7,13.9077590001,21520,optimization successful!
ex6_2_9.bch,15,13.9099890001,21502,optimization successful!
ex6_2_9.bch,252,13.9135550001,21576,optimization successful!
ex6_2_9.bch,500,13.9798150001,21566,optimization successful!
ex6_2_9.bch,850,13.9963550001,21498,optimization successful!
ex6_2_9.bch,999,13.9357350001,21522,optimization successful!
ex6_2_9.bch,1234,13.9069350001,21546,optimization successful!
ex6_2_9.bch,1337,13.8480490001,21490,optimization successful!
ex6_2_9.bch,1500,13.8928560001,21462,optimization successful!
ex6_2_9.bch,1723,13.8622120001,21554,optimization successful!
ex6_2_11.bch,7,13.3711060001,25712,optimization successful!
ex6_2_11.bch,15,13.4513920001,25828,optimization successful!
ex6_2_11.bch,252,13.3815270001,25772,optimization successful!
ex6_2_11.bch,500,13.4613200001,25828,optimization successful!
ex6_2_11.bch,850,13.4520770001,25764,optimization successful!
ex6_2_11.bch,999,13.5010650001,25794,optimization successful!
ex6_2_11.bch,1234,13.4537950001,25830,optimization successful!
ex6_2_11.bch,1337,13.4649010001,25760,optimization successful!
ex6_2_11.bch,1500,13.5084760001,25972,optimization successful!
ex6_2_11.bch,1723,13.4005470001,25796,optimization successful!
ex2_1_8,7,6.31065600001,1694,optimization successful!
ex2_1_8,15,6.03369400001,1656,optimization successful!
ex2_1_8,252,6.34676700001,1702,optimization successful!
ex2_1_8,500,7.06694500001,1904,optimization successful!
ex2_1_8,850,6.39841900001,1772,optimization successful!
ex2_1_8,999,5.34136800001,1388,optimization successful!
ex2_1_8,1234,5.95454800001,1622,optimization successful!
ex2_1_8,1337,6.82895000001,1814,optimization successful!
ex2_1_8,1500,5.12231500001,1304,optimization successful!
ex2_1_8,1723,5.34404000001,1440,optimization successful!
hs103,7,361.615733001,251820,optimization successful!
hs103,15,362.646733001,252032,optimization successful!
hs103,252,357.304726001,246596,optimization successful!
hs103,500,351.367976001,241766,optimization successful!
hs103,850,376.892482001,266494,optimization successful!
hs103,999,363.281100001,257198,optimization successful!
hs103,1234,373.373328001,260166,optimization successful!
hs103,1337,364.512957001,253146,optimization successful!
hs103,1500,363.505040001,251206,optimization successful!
hs103,1723,362.559081001,253128,optimization successful!
dualc5,7,47.4998780001,52620,optimization successful!
dualc5,15,49.5070170001,56010,optimization successful!
dualc5,252,47.1547380001,52594,optimization successful!
dualc5,500,47.5608030001,53210,optimization successful!
dualc5,850,48.0151420001,54044,optimization successful!
dualc5,999,49.4016680001,55008,optimization successful!
dualc5,1234,48.2920590001,54396,optimization successful!
dualc5,1337,47.1590010001,52904,optimization successful!
dualc5,1500,48.3113180001,54780,optimization successful!
dualc5,1723,46.7279500001,52680,optimization successful!
himmelbk,7,14.9524010001,784,optimization successful!
himmelbk,15,6.09534200001,296,optimization successful!
himmelbk,252,4.65196000001,252,optimization successful!
himmelbk,500,8.73793500001,476,optimization successful!
himmelbk,850,7.01498400001,364,optimization successful!
himmelbk,999,4.35462400001,210,optimization successful!
himmelbk,1234,4.64748600001,236,optimization successful!
himmelbk,1337,5.51519200001,268,optimization successful!
himmelbk,1500,4.33615400001,212,optimization successful!
himmelbk,1723,5.28935400001,274,optimization successful!
hs119,7,9.96427800001,2506,optimization successful!
hs119,15,10.0661260001,2518,optimization successful!
hs119,252,10.5109440001,2582,optimization successful!
hs119,500,10.8527860001,2724,optimization successful!
hs119,850,10.7833670001,2676,optimization successful!
hs119,999,10.7151550001,2682,optimization successful!
hs119,1234,10.9903500001,2744,optimization successful!
hs119,1337,10.5064690001,2616,optimization successful!
hs119,1500,10.2170210001,2602,optimization successful!
hs119,1723,10.5054820001,2574,optimization successful!
ex6_2_10.bch,7,299.054196001,330442,optimization successful!
ex6_2_10.bch,15,298.554272001,330468,optimization successful!
ex6_2_10.bch,252,298.498045001,330552,optimization successful!
ex6_2_10.bch,500,298.182993001,330850,optimization successful!
ex6_2_10.bch,850,297.377511001,330510,optimization successful!
ex6_2_10.bch,999,297.850470001,330528,optimization successful!
ex6_2_10.bch,1234,297.788398001,330712,optimization successful!
ex6_2_10.bch,1337,296.521642001,330776,optimization successful!
ex6_2_10.bch,1500,298.364756001,330820,optimization successful!
ex6_2_10.bch,1723,298.187728001,330796,optimization successful!
mistake,7,599.737831001,417590,optimization successful!
mistake,15,634.652420001,435494,optimization successful!
mistake,252,641.598578001,435526,optimization successful!
mistake,500,633.059847001,408296,optimization successful!
mistake,850,593.850449001,411048,optimization successful!
mistake,999,611.921156001,423968,optimization successful!
mistake,1234,593.562226001,414158,optimization successful!
mistake,1337,599.219532001,420570,optimization successful!
mistake,1500,637.186735001,404980,optimization successful!
mistake,1723,600.441112001,419426,optimization successful!
chembis.bch,7,579.003424001,482260,optimization successful!
chembis.bch,15,576.179654001,482154,optimization successful!
chembis.bch,252,581.211025001,484686,optimization successful!
chembis.bch,500,569.862819001,475502,optimization successful!
chembis.bch,850,578.401538001,482434,optimization successful!
chembis.bch,999,581.429430001,484004,optimization successful!
chembis.bch,1234,579.191235001,483638,optimization successful!
chembis.bch,1337,575.811335001,481856,optimization successful!
chembis.bch,1500,577.399084001,480524,optimization successful!
chembis.bch,1723,580.969769001,482908,optimization successful!
avion2,7,298.447344001,106722,optimization successful!
avion2,15,3600.00,1114800,Timeout reached (3600 s)
avion2,252,140.268723001,52120,optimization successful!
avion2,500,3554.54315601,1204032,optimization successful!
avion2,850,246.337905001,97312,optimization successful!
avion2,999,323.359899001,108228,optimization successful!
avion2,1234,275.473472001,123194,optimization successful!
avion2,1337,556.891955001,211028,optimization successful!
avion2,1500,205.197443001,76662,optimization successful!
avion2,1723,1353.96648601,480516,optimization successful!
ex6_1_1.bch,7,10.6066460001,6472,optimization successful!
ex6_1_1.bch,15,11.5701150001,6410,optimization successful!
ex6_1_1.bch,252,11.4774660001,6400,optimization successful!
ex6_1_1.bch,500,11.5869830001,6514,optimization successful!
ex6_1_1.bch,850,11.3106370001,6450,optimization successful!
ex6_1_1.bch,999,11.3939230001,6424,optimization successful!
ex6_1_1.bch,1234,11.4529610001,6522,optimization successful!
ex6_1_1.bch,1337,11.4009590001,6376,optimization successful!
ex6_1_1.bch,1500,11.2487260001,6366,optimization successful!
ex6_1_1.bch,1723,11.3432330001,6428,optimization successful!
ex7_2_4.bch,7,2.72681300001,2104,optimization successful!
ex7_2_4.bch,15,2.98781400001,2234,optimization successful!
ex7_2_4.bch,252,2.41376600001,1826,optimization successful!
ex7_2_4.bch,500,3.06391600001,2264,optimization successful!
ex7_2_4.bch,850,2.84613500001,2000,optimization successful!
ex7_2_4.bch,999,2.55008900001,1902,optimization successful!
ex7_2_4.bch,1234,2.27312500001,1766,optimization successful!
ex7_2_4.bch,1337,2.62103400001,1832,optimization successful!
ex7_2_4.bch,1500,2.78225900001,2134,optimization successful!
ex7_2_4.bch,1723,3.02635200001,2270,optimization successful!
ex7_2_8.bch,7,1.63945600001,1290,optimization successful!
ex7_2_8.bch,15,2.01711700001,1542,optimization successful!
ex7_2_8.bch,252,2.11858200001,1590,optimization successful!
ex7_2_8.bch,500,2.02251100001,1596,optimization successful!
ex7_2_8.bch,850,2.41548200001,1922,optimization successful!
ex7_2_8.bch,999,2.45789600001,1944,optimization successful!
ex7_2_8.bch,1234,2.43603400001,1970,optimization successful!
ex7_2_8.bch,1337,2.04855100001,1594,optimization successful!
ex7_2_8.bch,1500,2.13207900001,1708,optimization successful!
ex7_2_8.bch,1723,1.83376700001,1408,optimization successful!
ex7_2_9.bch,7,4.88280300001,4756,optimization successful!
ex7_2_9.bch,15,3.74147100001,3236,optimization successful!
ex7_2_9.bch,252,7.13088900001,8484,optimization successful!
ex7_2_9.bch,500,4.75210500001,3764,optimization successful!
ex7_2_9.bch,850,4.75509400001,4824,optimization successful!
ex7_2_9.bch,999,11.3753360001,17368,optimization successful!
ex7_2_9.bch,1234,3.95602600001,2866,optimization successful!
ex7_2_9.bch,1337,4.01168400001,3250,optimization successful!
ex7_2_9.bch,1500,5.16622300001,4802,optimization successful!
ex7_2_9.bch,1723,4.90094100001,4686,optimization successful!
hydro.bch,7,4.00997300001,480,optimization successful!
hydro.bch,15,3.05873400001,340,optimization successful!
hydro.bch,252,3.18087500001,372,optimization successful!
hydro.bch,500,2.54411800001,280,optimization successful!
hydro.bch,850,2.48388700001,268,optimization successful!
hydro.bch,999,3.27719700001,388,optimization successful!
hydro.bch,1234,3.24709600001,418,optimization successful!
hydro.bch,1337,3.16641400001,448,optimization successful!
hydro.bch,1500,3.71492100001,448,optimization successful!
hydro.bch,1723,1.81028200001,272,optimization successful!
immun.bch,7,2.35879200001,1058,optimization successful!
immun.bch,15,1.00845900001,420,optimization successful!
immun.bch,252,1.08908900001,468,optimization successful!
immun.bch,500,1.11221100001,448,optimization successful!
immun.bch,850,1.04281900001,436,optimization successful!
immun.bch,999,1.76654600001,822,optimization successful!
immun.bch,1234,1.24466200001,522,optimization successful!
immun.bch,1337,1.17838100001,554,optimization successful!
immun.bch,1500,1.68384900001,782,optimization successful!
immun.bch,1723,0.479531000001,188,optimization successful!
meanvar.bch,7,1.03693500001,914,optimization successful!
meanvar.bch,15,0.941229000001,858,optimization successful!
meanvar.bch,252,1.00365700001,884,optimization successful!
meanvar.bch,500,1.00555000001,904,optimization successful!
meanvar.bch,850,1.00810000001,886,optimization successful!
meanvar.bch,999,1.06704200001,944,optimization successful!
meanvar.bch,1234,1.01659700001,892,optimization successful!
meanvar.bch,1337,0.982046000001,894,optimization successful!
meanvar.bch,1500,1.02541200001,950,optimization successful!
meanvar.bch,1723,0.954429000001,840,optimization successful!
dipigri,7,3.02280900001,3420,optimization successful!
dipigri,15,2.37032100001,2586,optimization successful!
dipigri,252,3.04003200001,3196,optimization successful!
dipigri,500,2.47721400001,2616,optimization successful!
dipigri,850,2.48083800001,2722,optimization successful!
dipigri,999,2.46858000001,2616,optimization successful!
dipigri,1234,2.41693400001,2676,optimization successful!
dipigri,1337,2.99404000001,3402,optimization successful!
dipigri,1500,2.35708700001,2530,optimization successful!
dipigri,1723,2.59659600001,2794,optimization successful!
hs113,7,8.13205100001,5026,optimization successful!
hs113,15,8.23307400001,5066,optimization successful!
hs113,252,8.58723600001,5250,optimization successful!
hs113,500,9.05899900001,5678,optimization successful!
hs113,850,9.49964000001,5742,optimization successful!
hs113,999,8.11503200001,5146,optimization successful!
hs113,1234,8.52302300001,5290,optimization successful!
hs113,1337,8.12320900001,5000,optimization successful!
hs113,1500,9.09370600001,5636,optimization successful!
hs113,1723,8.74472500001,5420,optimization successful!
